farming_experience,soil_ph,rainfall,temperature,market_distance,fertilizer_affordability,loan_access,soil_type,region,income,land_size,irrigation,financial_goal,recommended_crop
21,5.68,1498,24.3,88.7,medium,yes,alluvial,north,718227,16.75,drip,short-term,pulses
22,7.14,1915,33.7,80.8,high,yes,alluvial,east,811811,16.25,drip,sustainable,rice
7,6.14,1611,19.3,80.6,low,yes,clay,south,755403,6.28,drip,export,jute
16,8.18,1540,13.3,34.4,medium,no,red,west,81778,5.57,canal,export,sugarcane
14,4.82,1120,18.9,99.9,low,no,red,central,73426,7.57,canal,long-term,vegetables
21,6.0,667,33.4,49.5,medium,yes,black,east,623262,17.69,borewell,short-term,cotton
17,8.49,1755,22.3,51.3,medium,yes,clay,central,121196,9.05,canal,sustainable,rice
31,6.78,730,10.5,45.3,high,no,red,central,211137,4.3,rainfed,short-term,wheat
8,7.24,693,17.2,48.6,low,no,clay,central,528269,4.41,rainfed,sustainable,wheat
1,6.3,1052,21.7,78.0,medium,no,sandy,south,507885,17.91,canal,short-term,sugarcane
17,5.17,464,39.4,13.1,high,no,clay,south,641206,4.12,borewell,export,jute
21,6.88,1728,37.6,37.1,low,yes,loamy,central,820998,19.88,drip,short-term,sorghum
16,5.02,1313,14.1,86.8,medium,yes,alluvial,west,459990,14.42,borewell,short-term,groundnut
24,6.82,959,24.3,78.4,medium,no,loamy,east,948496,3.01,borewell,export,jute
21,5.55,732,37.5,68.6,high,yes,black,central,929237,12.7,borewell,sustainable,soybean
25,8.26,875,21.7,91.3,low,no,sandy,central,423546,2.82,canal,export,soybean
8,8.33,1237,25.0,74.5,low,yes,black,east,879195,2.66,canal,short-term,vegetables
37,6.13,1358,39.5,37.2,low,yes,alluvial,north,759965,8.4,borewell,short-term,soybean
23,7.71,1450,12.5,2.1,high,no,clay,central,749434,7.54,rainfed,sustainable,maize
23,6.95,728,15.1,94.1,medium,yes,clay,south,123387,8.32,borewell,short-term,millets
19,6.95,1399,26.4,31.3,medium,yes,alluvial,west,192025,17.15,canal,short-term,pulses
20,7.46,1542,28.6,80.4,medium,no,loamy,north,127431,1.8,canal,export,tea
5,5.91,1748,23.7,38.7,high,yes,red,west,685715,0.65,borewell,sustainable,pulses
17,5.97,1634,38.4,96.5,high,no,alluvial,west,739790,9.52,rainfed,sustainable,millets
8,7.37,561,12.6,32.2,low,yes,loamy,south,697900,11.19,drip,sustainable,spices
27,7.82,882,10.5,74.8,low,yes,alluvial,central,748634,1.53,rainfed,long-term,rice
4,5.16,1645,11.3,36.0,high,no,clay,east,174411,10.48,drip,short-term,tea
20,5.15,782,24.0,83.0,low,no,red,north,972268,14.83,rainfed,long-term,wheat
24,4.62,1941,38.4,7.6,low,yes,loamy,west,873799,14.85,rainfed,short-term,cotton
31,7.66,1159,30.4,43.8,low,no,clay,east,933195,6.1,canal,short-term,vegetables
20,5.71,604,31.3,35.7,high,yes,sandy,north,350494,2.77,drip,sustainable,maize
12,5.32,928,29.8,32.5,medium,yes,loamy,central,207354,17.78,rainfed,sustainable,vegetables
20,6.25,678,15.8,56.5,high,no,clay,east,878663,3.45,rainfed,short-term,vegetables
22,5.57,905,36.5,17.1,high,yes,black,north,167941,9.85,borewell,short-term,vegetables
2,5.94,877,30.4,2.5,low,yes,alluvial,central,500205,9.67,drip,sustainable,wheat
15,4.66,488,19.3,59.0,high,no,clay,north,281269,5.41,borewell,short-term,sugarcane
11,4.61,652,26.5,67.4,low,no,loamy,north,210546,13.7,canal,export,wheat
4,6.69,741,21.8,73.5,medium,yes,loamy,south,91916,9.07,drip,long-term,spices
33,6.85,1099,27.3,68.0,low,yes,sandy,north,755255,11.31,rainfed,export,spices
35,5.23,1692,29.0,12.0,low,no,red,central,441624,5.75,borewell,short-term,maize
18,4.79,885,32.4,65.8,high,yes,black,central,805777,14.34,canal,short-term,cotton
1,7.75,1109,19.0,71.6,low,no,red,north,520076,11.95,drip,sustainable,cotton
24,8.49,523,20.3,54.6,medium,yes,alluvial,east,193925,6.18,drip,sustainable,pulses
0,5.64,949,25.9,1.5,high,yes,alluvial,south,872723,8.84,canal,sustainable,cotton
22,6.53,1028,39.5,10.3,medium,yes,black,south,108120,7.28,rainfed,sustainable,sorghum
19,6.85,580,39.2,2.6,medium,no,loamy,east,626563,14.34,drip,export,sugarcane
25,5.88,1505,16.4,25.4,high,no,sandy,south,698400,10.51,canal,long-term,cotton
7,5.34,1020,19.4,73.1,medium,yes,clay,east,541499,17.86,canal,long-term,cotton
19,6.85,1233,18.4,1.1,medium,yes,black,south,508886,16.46,drip,long-term,soybean
17,5.67,1729,19.1,98.4,low,yes,alluvial,central,807234,15.73,drip,short-term,soybean
6,7.99,717,24.5,16.6,medium,no,black,central,692730,15.04,rainfed,short-term,pulses
29,8.49,1144,12.1,82.0,high,yes,alluvial,south,303853,6.42,drip,long-term,wheat
3,7.53,1960,10.0,78.3,low,yes,black,west,507173,18.82,rainfed,sustainable,cotton
2,5.38,1973,24.4,21.2,medium,no,sandy,east,707139,16.43,borewell,long-term,groundnut
26,6.51,454,26.1,64.3,medium,no,black,west,789509,7.29,borewell,sustainable,soybean
34,8.28,1109,37.8,56.9,low,no,sandy,south,756565,19.12,rainfed,short-term,sugarcane
12,6.93,1186,32.7,48.8,medium,no,red,east,441104,7.69,borewell,short-term,soybean
8,5.64,957,27.7,53.0,medium,no,sandy,west,732647,4.87,canal,sustainable,rice
23,6.19,1388,14.1,35.7,high,no,alluvial,north,268663,6.9,canal,export,maize
3,7.88,1465,26.1,34.3,low,yes,sandy,west,597598,17.67,rainfed,short-term,groundnut
14,7.0,1847,34.3,15.8,low,yes,sandy,south,77536,6.11,rainfed,short-term,spices
23,8.13,1981,33.0,38.1,high,yes,alluvial,west,672986,15.41,canal,export,wheat
29,5.81,1060,34.1,14.5,low,yes,sandy,north,140416,9.09,canal,long-term,maize
31,6.31,529,26.2,71.2,low,yes,alluvial,east,457284,5.25,rainfed,sustainable,soybean
18,4.63,1742,30.9,5.2,medium,yes,loamy,west,468819,15.24,drip,export,tea
33,7.45,1850,12.6,60.7,low,yes,red,east,58194,16.65,canal,short-term,cotton
28,5.74,1582,27.1,4.7,high,yes,red,north,470037,3.63,rainfed,short-term,millets
27,6.93,1527,24.6,55.3,high,no,black,central,929031,1.55,rainfed,long-term,maize
11,6.7,1795,37.1,35.7,low,no,alluvial,central,108478,11.08,canal,long-term,maize
14,8.09,939,28.8,65.5,medium,yes,clay,south,571946,18.86,rainfed,export,coffee
35,6.57,860,23.3,31.6,low,no,clay,west,618369,10.45,rainfed,sustainable,rice
3,6.77,1474,27.1,90.2,low,yes,black,east,982754,7.36,rainfed,export,tea
21,8.05,1123,18.3,43.4,high,yes,loamy,east,89206,7.31,borewell,short-term,millets
31,7.07,1177,15.7,41.8,high,yes,clay,central,340907,9.09,rainfed,export,pulses
24,6.73,1705,17.2,48.7,medium,yes,alluvial,central,909388,1.62,drip,export,sugarcane
34,8.44,1503,28.2,90.5,low,yes,black,north,467718,9.86,borewell,long-term,rice
16,8.3,810,30.2,10.0,medium,yes,red,east,385696,12.31,borewell,sustainable,cotton
8,6.63,1213,35.4,6.4,low,no,loamy,west,362906,9.09,drip,sustainable,sorghum
10,5.7,535,28.3,28.5,high,yes,sandy,west,457829,12.09,drip,export,sugarcane
10,4.87,423,24.7,61.6,low,no,black,east,689918,18.53,canal,short-term,sorghum
12,7.39,1593,34.4,74.5,high,yes,black,north,126954,8.2,drip,short-term,pulses
39,7.17,955,11.1,59.1,medium,yes,red,central,575692,0.93,rainfed,long-term,cotton
0,7.08,719,28.4,99.4,medium,no,loamy,west,854678,13.53,rainfed,short-term,groundnut
33,7.04,1641,31.6,68.7,medium,no,alluvial,east,274058,0.51,canal,export,pulses
12,5.56,437,37.2,2.2,low,no,black,east,193667,5.75,drip,sustainable,pulses
1,6.93,670,30.5,37.6,medium,yes,black,central,82004,14.09,canal,short-term,sorghum
6,7.98,1610,15.7,74.1,high,yes,red,east,253435,10.07,borewell,long-term,soybean
29,6.25,1556,29.7,20.4,medium,yes,red,west,759201,7.9,canal,sustainable,soybean
21,8.18,1716,36.5,20.5,high,yes,loamy,west,672366,6.28,drip,export,spices
36,4.7,1891,30.8,10.1,low,no,alluvial,east,331550,11.02,canal,sustainable,sugarcane
8,5.45,1287,26.2,33.6,high,yes,clay,south,973872,18.46,rainfed,long-term,sugarcane
3,4.6,1700,28.6,60.5,medium,yes,red,north,460638,7.33,canal,export,spices
33,4.59,518,38.3,48.7,medium,yes,alluvial,west,452546,17.16,canal,long-term,sugarcane
37,6.66,1378,34.0,42.2,low,no,alluvial,north,260963,3.66,borewell,long-term,cotton
19,6.63,1343,36.6,99.4,medium,no,clay,west,971132,16.76,borewell,short-term,cotton
17,8.43,1768,10.6,32.0,medium,yes,clay,central,56741,18.13,canal,short-term,rice
2,6.32,1481,15.1,93.0,high,yes,black,central,648748,1.88,rainfed,export,millets
6,6.8,1931,13.4,23.0,medium,no,loamy,central,914031,7.01,borewell,export,pulses
10,6.53,460,17.5,47.4,low,no,loamy,west,121834,6.99,borewell,sustainable,vegetables
2,6.11,1380,32.3,66.3,medium,yes,loamy,north,206300,16.38,drip,short-term,rice
20,6.81,946,19.4,61.7,low,yes,clay,central,615391,9.16,drip,sustainable,wheat
28,7.43,471,26.1,11.7,low,no,black,east,781782,15.42,canal,short-term,jute
21,8.41,1697,16.8,28.0,low,yes,loamy,central,605667,8.51,borewell,export,sugarcane
20,5.0,872,24.5,47.1,medium,yes,loamy,north,116170,12.58,borewell,short-term,sugarcane
11,7.9,712,14.8,55.9,low,yes,loamy,west,978266,1.06,drip,short-term,groundnut
22,7.75,1425,33.7,70.9,high,yes,red,east,707707,18.46,drip,sustainable,tea
26,6.39,1925,10.4,7.7,medium,no,red,north,77302,6.64,rainfed,export,rice
25,7.25,1641,11.2,7.6,medium,yes,sandy,north,666684,13.12,borewell,export,watermelon
7,8.15,1912,14.7,12.2,high,no,black,north,147525,8.22,rainfed,long-term,maize
39,5.97,973,10.7,21.0,low,no,clay,south,259380,7.9,canal,long-term,rice
12,7.59,1221,19.8,1.9,high,yes,sandy,west,726747,18.08,drip,long-term,wheat
3,5.57,1542,13.7,36.0,medium,no,red,east,927871,13.26,canal,export,jute
17,7.92,1437,32.2,85.2,low,yes,black,central,955434,16.78,drip,sustainable,soybean
19,7.82,1245,37.4,89.0,low,no,alluvial,west,698306,13.49,drip,sustainable,rice
18,7.85,1392,22.3,82.2,high,no,clay,north,281570,16.3,canal,sustainable,soybean
11,5.63,520,26.4,66.6,high,yes,clay,central,663105,1.79,canal,export,vegetables
33,7.45,1889,37.3,85.1,high,no,black,west,506301,14.37,rainfed,short-term,soybean
28,4.93,1115,37.4,95.6,medium,yes,red,west,244548,1.51,canal,sustainable,groundnut
37,7.24,1853,25.5,98.6,medium,no,clay,east,257669,7.2,drip,sustainable,soybean
0,7.99,1851,31.3,76.3,high,yes,loamy,central,928480,15.12,rainfed,long-term,sugarcane
12,8.31,1339,16.7,19.8,high,yes,black,north,122227,10.31,drip,short-term,soybean
30,6.27,931,12.4,88.6,medium,no,loamy,central,519636,11.49,borewell,export,coffee
36,6.56,1154,34.2,37.3,high,no,alluvial,west,730741,11.46,borewell,export,spices
15,6.53,1254,14.6,98.2,high,yes,clay,north,708925,16.68,rainfed,long-term,pulses
23,6.1,584,11.4,5.1,medium,no,sandy,south,949218,18.86,canal,short-term,sugarcane
15,7.04,1362,17.5,68.9,low,no,red,west,196652,11.37,borewell,export,cotton
3,6.82,1028,26.7,44.2,medium,yes,sandy,east,653941,6.47,canal,sustainable,groundnut
37,6.68,1045,23.1,43.5,medium,no,sandy,east,774380,3.87,drip,short-term,sugarcane
6,4.59,433,21.2,45.9,low,yes,clay,south,356725,8.16,canal,short-term,cotton
32,4.65,1258,36.3,27.5,high,yes,black,south,429896,19.72,canal,export,spices
5,7.56,1187,15.4,89.7,low,no,clay,central,394490,16.2,canal,long-term,jute
19,5.18,1340,25.0,6.4,medium,no,black,north,788365,2.63,rainfed,export,sorghum
33,6.04,1228,12.1,51.3,low,yes,alluvial,north,269138,3.42,drip,long-term,sugarcane
20,6.54,1571,26.2,92.3,low,no,alluvial,central,647064,6.01,canal,sustainable,sugarcane
19,7.01,1974,36.9,65.6,high,yes,sandy,south,643337,5.37,rainfed,long-term,soybean
23,4.94,1151,39.7,37.0,medium,yes,clay,west,479941,17.53,drip,long-term,rice
30,5.61,951,21.2,86.6,medium,no,red,north,452598,4.57,canal,long-term,millets
6,5.02,1139,32.0,88.7,medium,yes,loamy,south,64420,6.45,canal,sustainable,vegetables
16,4.58,528,29.9,28.9,high,no,clay,south,183154,7.83,rainfed,sustainable,cotton
15,6.44,1314,40.0,46.5,high,yes,red,north,866066,17.65,borewell,long-term,millets
17,7.65,1997,28.2,52.5,high,yes,sandy,central,237498,3.13,rainfed,sustainable,cotton
31,7.22,818,26.7,69.7,medium,yes,alluvial,east,138234,17.5,drip,short-term,pulses
9,6.81,1389,27.8,83.8,high,yes,loamy,east,434750,18.57,borewell,short-term,sugarcane
25,7.07,446,19.6,35.5,high,yes,clay,east,966520,14.97,rainfed,long-term,pulses
36,7.47,563,15.1,43.8,medium,yes,clay,central,228417,12.36,rainfed,export,maize
27,7.58,1343,22.2,53.6,low,yes,alluvial,north,746468,12.58,drip,sustainable,pulses
31,5.44,1545,29.6,5.9,medium,no,black,north,647308,3.6,borewell,sustainable,rice
18,5.48,1421,24.8,53.2,high,yes,clay,west,360192,4.45,borewell,sustainable,wheat
17,7.87,1454,12.3,15.5,high,yes,sandy,north,993821,13.7,borewell,short-term,millets
36,7.69,1517,19.0,40.8,low,yes,loamy,north,265261,5.41,rainfed,export,vegetables
2,7.69,1919,16.3,27.4,low,no,red,west,973372,7.49,rainfed,long-term,soybean
2,7.89,491,39.6,58.0,high,no,red,east,64596,6.78,borewell,export,groundnut
10,6.48,1514,12.3,83.3,medium,yes,alluvial,central,62573,12.21,drip,export,millets
25,5.35,1741,30.8,89.9,high,yes,sandy,central,652519,2.09,drip,export,spices
35,6.06,1711,19.8,83.2,medium,yes,sandy,east,585149,12.23,rainfed,sustainable,millets
0,5.36,1195,16.6,33.3,low,yes,sandy,central,786861,9.0,borewell,long-term,cotton
5,7.86,1728,34.1,87.4,high,no,alluvial,west,282124,3.44,drip,sustainable,cotton
20,7.93,1051,20.6,53.6,high,no,red,south,416664,7.3,borewell,long-term,sugarcane
7,7.58,724,34.1,8.2,low,no,alluvial,north,496152,13.71,borewell,sustainable,millets
10,7.83,1181,34.7,93.9,low,no,red,east,932986,11.61,borewell,sustainable,cotton
7,7.75,1675,19.8,85.7,low,yes,black,north,950433,5.53,canal,short-term,soybean
22,8.43,977,13.5,51.1,low,no,loamy,south,82786,10.47,drip,long-term,rice
6,6.81,1184,38.2,58.5,low,no,sandy,east,98837,19.16,canal,short-term,pulses
39,5.31,1295,21.0,60.2,medium,yes,black,south,940768,19.2,drip,export,tea
18,6.7,1781,36.6,66.3,low,no,alluvial,central,169430,6.17,borewell,sustainable,millets
19,5.74,1764,29.0,45.5,medium,yes,clay,central,733496,14.18,rainfed,sustainable,rice
29,8.49,717,24.8,70.4,high,yes,black,east,165419,2.72,drip,export,sorghum
39,4.51,1680,29.7,88.0,low,no,sandy,central,427564,7.79,borewell,export,sugarcane
31,6.91,1720,12.6,78.7,medium,yes,sandy,west,111392,1.38,borewell,short-term,groundnut
3,7.08,1781,26.5,61.1,high,yes,alluvial,west,744557,13.43,borewell,export,rice
19,5.46,1224,25.6,55.7,medium,no,loamy,south,557593,19.91,rainfed,export,spices
22,8.08,1263,33.2,15.9,medium,yes,clay,south,159030,13.11,rainfed,sustainable,pulses
21,8.19,974,11.5,45.0,high,yes,loamy,west,546270,7.14,borewell,long-term,wheat
3,7.05,1203,30.5,15.3,low,yes,clay,west,285980,3.26,canal,export,tea
18,5.48,681,26.2,98.4,medium,no,black,central,594992,12.24,rainfed,short-term,wheat
15,7.14,1371,36.9,25.1,medium,no,clay,south,536731,11.27,drip,sustainable,rice
0,7.75,1391,36.0,4.3,medium,yes,alluvial,east,736288,3.48,canal,long-term,tea
27,6.07,480,27.7,44.9,medium,yes,sandy,west,811924,4.33,canal,long-term,sugarcane
8,8.25,543,10.9,14.5,low,no,clay,central,970790,5.31,canal,export,sugarcane
20,6.25,689,15.7,5.1,low,no,alluvial,north,912265,1.12,rainfed,export,cotton
28,5.7,1322,24.9,74.5,high,yes,loamy,east,793460,6.89,rainfed,sustainable,sugarcane
39,7.7,1485,12.1,45.2,medium,no,black,east,782499,1.12,borewell,long-term,jute
20,6.84,718,16.2,11.5,medium,no,clay,west,548798,15.65,borewell,sustainable,wheat
35,6.62,1610,39.9,89.2,low,yes,loamy,north,234247,16.23,drip,long-term,rice
16,6.91,1567,35.7,93.0,medium,no,clay,east,371864,6.57,borewell,sustainable,tea
21,5.28,1137,15.2,75.2,medium,no,alluvial,east,840278,16.9,rainfed,export,spices
37,5.68,1960,22.5,69.0,high,no,loamy,east,788689,18.66,drip,long-term,sugarcane
34,7.51,1249,21.9,80.0,medium,yes,alluvial,central,803714,2.98,canal,long-term,soybean
3,7.61,1098,28.5,52.6,low,no,loamy,east,840086,6.25,canal,long-term,soybean
26,7.65,995,13.2,70.0,high,no,alluvial,central,556958,15.43,drip,short-term,maize
39,7.55,980,30.9,15.6,medium,no,alluvial,east,344021,18.06,rainfed,short-term,rice
25,6.34,1804,19.5,11.4,medium,yes,clay,south,324416,3.53,rainfed,sustainable,pulses
25,7.55,1331,13.6,69.6,high,yes,sandy,east,415768,7.55,borewell,long-term,cotton
2,5.33,728,26.2,15.8,medium,no,black,central,988968,9.02,drip,sustainable,maize
4,7.41,831,16.0,80.8,high,no,loamy,north,347531,3.54,canal,short-term,maize
35,6.32,1180,18.1,86.2,medium,no,black,west,117651,4.04,borewell,export,sorghum
26,6.74,1003,28.4,70.7,medium,yes,sandy,west,90690,16.22,drip,sustainable,sugarcane
6,5.06,1956,27.8,83.6,high,no,red,north,105819,15.04,borewell,sustainable,vegetables
22,4.64,888,10.1,53.8,high,no,loamy,west,233490,11.58,drip,short-term,wheat
21,8.41,1754,22.1,87.1,medium,no,alluvial,west,236628,17.37,borewell,export,tea
20,7.25,1094,26.4,54.3,low,no,loamy,west,935155,10.24,drip,long-term,pulses
34,5.29,1888,32.5,13.0,medium,yes,red,central,745594,15.51,drip,long-term,wheat
28,5.52,1480,27.5,18.4,low,yes,red,west,353628,18.42,rainfed,short-term,soybean
5,6.23,1043,12.4,47.9,medium,yes,loamy,east,744925,3.63,rainfed,long-term,cotton
12,8.08,643,11.1,84.9,medium,yes,clay,north,644204,18.32,canal,long-term,millets
32,4.72,1114,39.4,14.8,medium,no,loamy,central,952342,16.24,canal,long-term,sugarcane
7,4.86,661,26.5,76.0,high,no,loamy,west,599881,9.4,borewell,export,vegetables
27,8.03,924,11.5,40.5,medium,yes,red,east,208750,14.38,canal,short-term,millets
22,6.35,448,31.6,33.8,medium,yes,loamy,central,240370,10.65,canal,long-term,wheat
37,7.03,1580,27.3,8.9,low,no,red,north,548636,3.83,drip,export,maize
33,5.84,1015,17.5,81.6,low,yes,loamy,central,793418,3.32,borewell,short-term,vegetables
11,6.6,1011,21.8,47.4,medium,yes,loamy,east,633858,15.03,drip,export,jute
32,8.17,1647,13.6,14.9,low,yes,clay,east,674821,7.59,borewell,short-term,pulses
15,6.94,841,15.3,95.7,low,no,sandy,south,66512,18.82,borewell,long-term,vegetables
14,5.46,1573,11.1,87.8,low,no,clay,north,612917,7.23,canal,long-term,rice
14,6.79,1442,31.5,50.8,high,yes,loamy,south,571890,11.24,rainfed,sustainable,cotton
24,5.46,1862,26.9,27.5,medium,yes,black,central,859479,6.86,borewell,sustainable,wheat
36,6.03,946,27.5,40.5,low,yes,red,south,838399,15.61,drip,long-term,millets
29,5.35,924,32.0,60.3,low,yes,clay,east,587015,16.41,rainfed,export,rice
15,6.15,1152,11.4,11.3,medium,yes,sandy,west,133622,19.93,rainfed,long-term,millets
34,5.88,1451,25.5,25.8,medium,no,sandy,west,429706,6.21,canal,long-term,millets
5,7.99,1607,26.4,28.2,low,no,loamy,central,655164,6.96,drip,short-term,pulses
6,4.68,1336,33.5,85.0,high,no,sandy,central,221200,9.15,rainfed,short-term,millets
7,5.76,786,26.3,2.5,low,yes,red,east,249519,15.7,drip,sustainable,groundnut
8,7.73,1643,13.0,59.8,medium,no,loamy,south,289461,12.69,borewell,export,vegetables
32,6.79,509,31.2,70.1,medium,yes,black,south,724296,5.34,canal,sustainable,spices
14,6.95,430,11.2,41.1,medium,no,clay,west,149491,15.29,rainfed,sustainable,jute
20,8.21,1835,23.3,78.5,medium,yes,black,east,895729,17.38,canal,export,sugarcane
20,5.1,1727,27.2,39.4,high,yes,black,west,230777,0.66,borewell,short-term,sorghum
1,5.66,584,13.9,52.9,high,yes,black,west,618837,19.06,borewell,short-term,soybean
33,8.28,487,28.1,27.9,medium,no,alluvial,north,423186,15.46,borewell,short-term,wheat
36,6.64,1928,34.5,12.3,low,yes,red,west,699334,18.62,canal,sustainable,cotton
16,6.34,673,12.5,61.2,low,yes,red,south,423654,7.07,drip,sustainable,soybean
36,8.13,548,32.0,93.2,medium,no,sandy,central,928103,2.95,drip,sustainable,soybean
29,5.3,965,36.0,55.2,high,yes,red,north,566492,17.98,canal,short-term,millets
37,8.01,473,11.9,30.2,low,yes,loamy,east,51726,13.25,rainfed,export,jute
39,7.22,998,19.4,89.3,medium,yes,loamy,north,592189,3.1,canal,short-term,wheat
10,6.05,1024,15.7,68.1,low,yes,alluvial,central,295909,19.2,rainfed,export,coffee
18,5.46,1812,10.5,60.6,high,no,black,south,543140,18.3,borewell,short-term,sugarcane
31,7.21,1774,13.3,57.0,medium,no,clay,north,318151,7.38,borewell,long-term,sugarcane
13,6.51,793,34.9,21.9,low,yes,red,west,834431,9.5,drip,export,pulses
9,6.9,1606,11.8,97.6,high,no,black,east,918406,11.21,canal,sustainable,pulses
3,6.72,1720,36.8,31.6,high,yes,clay,east,57883,12.7,drip,short-term,sorghum
22,7.03,698,24.8,56.3,high,no,sandy,south,364379,4.08,drip,long-term,soybean
27,6.96,585,30.6,63.8,high,no,sandy,north,496322,4.12,borewell,sustainable,pulses
15,7.72,580,33.2,56.9,high,no,sandy,east,963020,2.54,drip,short-term,pulses
16,6.07,1843,34.5,50.0,high,yes,loamy,south,230994,9.14,drip,export,sugarcane
2,6.97,1961,13.6,45.1,low,no,clay,central,661029,13.51,drip,long-term,pulses
19,5.21,1273,18.3,57.9,medium,no,black,central,652231,18.56,rainfed,short-term,pulses
12,7.38,592,12.0,38.7,high,yes,black,north,86271,6.83,borewell,export,vegetables
39,7.85,1977,19.3,5.1,high,no,clay,north,232673,1.91,drip,long-term,vegetables
30,6.46,800,28.2,16.0,low,yes,black,north,681079,14.35,canal,long-term,sorghum
35,6.17,1537,24.1,26.1,medium,no,black,east,491347,9.26,rainfed,sustainable,soybean
39,6.34,569,12.1,69.1,low,no,sandy,west,885381,3.31,drip,short-term,sugarcane
29,8.08,1106,38.1,12.8,high,no,black,north,203114,12.47,rainfed,export,sorghum
9,6.91,1630,25.4,49.1,low,yes,clay,west,264828,12.93,rainfed,sustainable,sugarcane
